#partition assignment criteria: Assign read to the parition(s) that exceeds the 0.5 proportion in the candidate (outlier) set (first_flag=False).
#read	db_seqs_in_winning_partitions	partition_num(winner)
OTU_97.6762	AJWZ01002193.94.1618;EU728752.1.1491;ACBX02000025.1.1217;AB064923.1.1494;AB244772.1.1493;EU728740.1.1484;AB649279.1.1493;CBXK010002068.363.1874;LT722678.1.1454;AB244771.1.1493;AB244770.1.1491;ACBX02000017.22857.24376;AB244773.1.1493;ACBX02000014.1230.2749;EU728712.1.1486;EU728757.1.1485	27
OTU_97.6775	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.6783	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.6793	CP004121.6226852.6228352;CP004121.6437713.6439213;LN908213.6162831.6164330;CP004121.802658.804158;LZZM01000091.64.1562;CP004121.5763217.5764717;CP004121.149180.150680;CP004121.6236066.6237566;CP004121.5788910.5790410	66
OTU_97.6800	CP012937.5517779.5519304;L16489.1.1475;JQ607686.1.1411;AB547640.1.1475;AB510710.1.1461;JQ607066.1.1428;JQ608205.1.1410;AE015928.4983424.4984906;EU136679.1.1995;JQ607067.1.1417;JQ606910.1.1424;LN907744.1.1483;AE015928.2340709.2342191;AGDG01000041.493.2001;KP944119.1.1432;M58763.1.1482;JQ607043.1.1414;AE015928.3034714.3036195;JQ607032.1.1412;AY319395.1.1449;GQ496623.1.1463;KP944123.1.1436;EU887841.1.1494;JQ607093.1.1420;JQ607127.1.1359;JX006297.1.1423;GQ496624.1.1458;JX006625.1.1415;JQ607692.1.1411;JQ607099.1.1411;JQ606939.1.1420;JX048567.1.1424;JQ606892.1.1428;JQ608216.1.1420;JX006697.1.1410;JQ608257.1.1414;AB050109.1.1426;JQ607128.1.1418;JX048503.1.1409;LC033799.1.1504;JQ608100.1.1418;JQ608299.1.1419;CVOZ01000063.228971.230480;JQ606972.1.1418;JQ606983.1.1424;HZ485108.9.1517;CZAE01000003.99809.101321;JQ607143.1.1401;JQ607082.1.1425;JX048256.1.1388;JQ606959.1.1417;JQ607157.1.1414;CZBI01000005.3650.5158;AE015928.3328965.3330446;JQ607034.1.1424;JQ607060.1.1412;JQ606976.1.1418;CXSE01001446.1371.2879;JQ606901.1.1421	17
OTU_97.6801	JX101687.1.1487;EU980608.1.1520;CYZK01000040.552.2062;FR749920.1.1525;CS600346.9.1480;AAVP02000002.246738.248249;AF357572.1.1411;L34619.1.1479;AF445285.1.1525;AB196512.1.1455;LF651698.2.1512;AJ315979.1.1406;ACTM01000065.528.2046;LDAQ01000152.353.1865;LG085333.2.1512;FR749945.1.1521;FR749935.1.1522;AB600998.1.1493;HZ485426.2.1512;BAAU01002801.360.1869;ADBG01000142.461.1973;LF651214.3.1514;AAVP02000040.351.1861;CP015405.3598712.3600253;FQLT01000003.449641.451153;HZ485583.1.1509;CP015405.196247.197788;CZBS01000001.376463.377973;HZ486360.2.1513;AB233029.1.1493;HZ486353.2.1514;EU728703.1.1464;AAXA02000015.452491.454009;AB125231.1.1455;FR749937.1.1523;M59109.1.1537;L76604.1.1418;HZ485192.1.1493;DQ681227.1.1525;AAVP02000029.271.1782;ABOU02000049.4536.6056;LG086260.2.1514;BAAX01000752.408.1920;L76602.1.1402;LG085099.1.1493;LF651689.1.1511;LT598587.1.1497;AB571656.1.1493;AAVP02000025.9720.11231;FR749919.1.1525;BBZR01000066.208.1712;LF134083.1.1511;CP015405.4239136.4240677;AB818947.1.1494;HZ485589.1.1509;CP015405.2331703.2333244;FJ611794.1.1404;LG085496.1.1509;FR749936.1.1524;AZJE01000001.34797.36315;LT598580.1.1496;HZ485379.2.1514;EU377662.1.1346;FR749946.1.1524;ADLU01000111.254.1772;AZJE01000010.133433.134953;FAVJ01000004.312430.313940;LF135440.1.1493;LF134092.2.1512;BBDW01000030.73.1604;BABA01004003.155.1665;FR749917.1.1525;LG086267.2.1513;FR749918.1.1525;ACTN01000028.390.1908;HZ485186.1.1493;LG104461.1.1511;AZJE01000019.81382.82902;CVTZ01000007.99269.100776;AZJE01000037.2302.3820;HZ485517.10.1520;LG104470.2.1512;LF133408.1.1493;D14137.1.1385;CP015405.210899.212440;FR749938.1.1523;CZAC01000011.116399.117910;AAXA02000015.760903.762421;ACWP01000059.374.1892;LG085424.10.1520;CYZU01000015.70.1582;FQLT01000002.339798.341310;LT631508.1.1496;AZJE01000017.49865.51385;CVTZ01000011.472188.473700;AAXA02000016.197379.198897;GU985201.1.1526;LG085490.1.1509;AAXA02000014.354465.355983;EF031542.1.1453;CYZO01000012.74868.76378;KR364747.1.1521;AAXA02000006.102304.103822;CZAX01000013.119867.121377;FP929055.159.1677;ABVR01000038.1362.2880;CZAC01000092.963.2475;FR749921.1.1525;LF651014.1.1493	4
OTU_97.6825	CP001107.2162771.2164291;BABD01000630.3115.4627;CP001107.763005.764525;CYYW01000006.154776.156288;FP929042.53.1573;CP001107.10914.12434;L34627.1.1468;AY169428.1.1492;CP001107.1425077.1426597;MJID01000001.1580.3121;AY804151.1.1496;AY442826.1.1528;AJ270475.1.1506;AY442817.1.1520;MJID01000039.570.2111;JX629259.1.1464;CP001107.307101.308621;FP929043.489815.491335	9
OTU_97.6827	CP002544.2203321.2204832;CP002544.1477119.1478630;CP002544.2531255.2532766;L16496.1.1467;CP002544.2310357.2311868;AB547649.1.1485	53
OTU_97.683	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.684	CCYG01000338.190.1701;MEHE01000012.135.1674;LN881600.1.1495;ACTP02000021.182566.184085;ACTP02000011.422074.423593;MEHB01000041.181.1720;AWST01000112.51.1570;ACTP02000009.47.1566;MCGH01000002.3508013.3509539	76
OTU_97.6854	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.6890	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.6912	AB222700.1.1488;CS600342.5.1468;KX025135.1.1430;X83952.1.1395;KP944115.1.1429;GU968166.1.1492;HZ485100.10.1518;AGXU01000010.481004.482520;EU136682.1.1435;HZ485115.10.1518;KX025134.1.1442;AB222699.1.1485;L16484.1.1468;AB050108.1.1455;AGXW01000010.57027.58543;JQ606876.1.1403;KP944116.1.1434;AY652736.1.1451;JQ606875.1.1425;AGXT01000021.476267.477784;KX025133.1.1417;AGXW01000006.688.2204;AB510705.1.1459;JX006475.1.1409	15
OTU_97.6952	ACFX02000046.4117.5635;AY305309.1.1453;LG085292.8.1518;AY305314.1.1444;HZ485385.8.1518;LT799971.1.1494;KM360180.1.1492	74
OTU_97.6963	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.699	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.7017	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.7053	AY995758.1.1459;AF439641.1.1400;AEXI01000017.39.1552;AY995753.1.1459;ACIK02000004.641603.643153;JQ680195.1.1377;JQ680181.1.1417;ACIK02000004.1283.2833;KU321270.1.1486;JQ680327.1.1401;HM007566.1.1345;JQ680139.1.1392;LG105393.1.1354;AF439640.1.1409;JQ680318.1.1397;LSDO01000062.22.1559;JN695647.1.1441;AY995755.1.1460;CP001820.722770.724320;AZYX01000006.79.1591;JN695646.1.1434;LF135009.1.1389;JQ680173.1.1413;ADFU01000009.53.1567;AY995768.1.1498;AY995766.1.1459;AY995770.1.1498;JQ680326.1.1395;KU550132.1.1515;X84005.1.1513;KP944174.1.1466;AF287782.1.1485;JQ680335.1.1396;LV536534.1.1354;JQ680142.1.1393;LF135015.1.1354;X84006.1.1513;AY995763.1.1459;JQ680325.1.1397;GQ422725.1.1539;AY995769.1.1500;HQ616381.1.1405;AMEX01000022.25.1575;AY995754.1.1459;AY995761.1.1459;AF287781.1.1484;AY995759.1.1460;LF137047.1.1354;CP020566.1518578.1520146;AY953257.1.1551;EU728725.1.1470;X84007.1.1513;HQ616396.1.1464;AY923144.1.1571;JX048346.1.1448;CP001820.1572261.1573812;AB679110.1.1514;AY995760.1.1460;ACIK02000021.64.1614;AY995757.1.1459;JQ607586.1.1445;EF185168.1.1497;AB679109.1.1520;JQ680320.1.1398;AY995764.1.1459;GU406115.1.1485;AY995765.1.1459;JN695642.1.1426;JQ680138.1.1394;AY995752.1.1459;AB679112.1.1519;CP001820.103635.105185;GU574206.1.1443;CP020566.560560.562128;JQ680328.1.1413;AY995762.1.1459;AB538437.1.1524;JN695641.1.1427;AY995751.1.1459;GU561411.1.1451;AF439639.1.1375;AY995767.1.1497;EF185167.1.1497;LOJO01000005.3693.5261;CP001820.579094.580644;JN695640.1.1446;JQ680136.1.1391	52
OTU_97.7081	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.7118	CP012937.5517779.5519304;L16489.1.1475;JQ607686.1.1411;AB547640.1.1475;AB510710.1.1461;JQ607066.1.1428;JQ608205.1.1410;AE015928.4983424.4984906;EU136679.1.1995;JQ607067.1.1417;JQ606910.1.1424;LN907744.1.1483;AE015928.2340709.2342191;AGDG01000041.493.2001;KP944119.1.1432;M58763.1.1482;JQ607043.1.1414;AE015928.3034714.3036195;JQ607032.1.1412;AY319395.1.1449;GQ496623.1.1463;KP944123.1.1436;EU887841.1.1494;JQ607093.1.1420;JQ607127.1.1359;JX006297.1.1423;GQ496624.1.1458;JX006625.1.1415;JQ607692.1.1411;JQ607099.1.1411;JQ606939.1.1420;JX048567.1.1424;JQ606892.1.1428;JQ608216.1.1420;JX006697.1.1410;JQ608257.1.1414;AB050109.1.1426;JQ607128.1.1418;JX048503.1.1409;LC033799.1.1504;JQ608100.1.1418;JQ608299.1.1419;CVOZ01000063.228971.230480;JQ606972.1.1418;JQ606983.1.1424;HZ485108.9.1517;CZAE01000003.99809.101321;JQ607143.1.1401;JQ607082.1.1425;JX048256.1.1388;JQ606959.1.1417;JQ607157.1.1414;CZBI01000005.3650.5158;AE015928.3328965.3330446;JQ607034.1.1424;JQ607060.1.1412;JQ606976.1.1418;CXSE01001446.1371.2879;JQ606901.1.1421	17
OTU_97.7141	CP003040.625894.627428;LN907765.1.1501;FNWC01000005.152430.153940;AJ270480.1.1508;MJHW01000006.25639.27181;FP929050.3523936.3525456;EU728761.1.1478;AJ270478.1.1488;AB661434.1.1493;HZ486327.1.1480;AJ270474.1.1508;FM954976.1.1379;EU728765.1.1490;FR733672.1.1521;MJHW01000010.137401.138943;CYYR01000011.927.2431;LG086232.1.1497;EU728794.1.1457;JX629262.1.1454;AJWY01001902.613.2139;AJ312385.1.1482;CP003040.25465.26999;CP003040.1035384.1036918;DQ382351.1.1485;HZ486325.1.1497;AY804150.1.1497;MJHW01000015.411.1953;AB661435.1.1494;CYXV01000011.416.1929;AY804149.1.1497;MJHW01000011.2914.4456;CP003040.3095887.3097421;FNWC01000007.2759670.2761180;AB661436.1.1494;BABG01001111.245.1757;AY305310.1.1456;GU233441.1.1371;L34421.1.1481;AJ312386.1.1485;AJ270473.1.1454;HM007565.1.1329;MJHW01000008.255583.257125;LT598553.1.1494;AJ270479.1.1487;MJHW01000007.2914.4456;CVRR01000056.45.1566;AJ270482.1.1485;CYZJ01000002.353627.355138	2
OTU_97.7143	LF135638.7.1475;HZ485325.10.1478;AB601095.1.1495;AGYR01000091.6527.8046;JX006510.1.1418;LT799004.1.1494;JQ607674.1.1411;HZ485309.3.1512;AGYI01000024.30671.32190;KX024579.1.1415;LC036310.1.1493;JQ607170.1.1413;AGYR01000051.190.1709;CZAB01000004.3636.5162;LG085221.10.1521;LN907761.1.1420;AB601068.1.1493;AGYN01000030.223142.224661;AGYO01000053.22976.24495;JQ607889.1.1420;JQ607618.1.1421;AGYI01000033.489239.490760;AGYQ01000046.22106.23625;AGYO01000012.252945.254464;AGYM01000093.6884.8395;M59089.1.1476;AGYM01000039.482.2001;KP944172.1.1433;BAHU02000044.30.1543;CP015399.4757278.4758820;JQ607423.1.1432;ADLL01000101.290.1809;AGYS01000013.1264.2783;AJ582080.1.1468;AB601097.1.1495;AB610549.1.1493;AGYJ01000003.3560.5081;LG085216.3.1512;ADLK01000048.472.1991;CP015399.3415150.3416692;ABQR01000074.101.1610;JQ607133.1.1402;JQ607414.1.1420;CP015399.3646225.3647767;EU728756.1.1349;DQ279737.1.1420;ADLI01000057.190.1709;AGYL01000062.30.1549;AGYS01000047.96656.98175;FBWO01000165.23.1542;AGYH01000002.22164.23685;JQ607167.1.1429;EF564277.1.1454;AJ508452.1.1498;AB601065.1.1493;Y18184.1.1488;JQ607063.1.1409;JX006319.1.1411;AGYH01000014.28348.29869;BAIC02000310.62.1571;JQ607411.1.1430;JX006718.1.1406;AGYP01000019.668.2187;AGYM01000061.547.2066;AGYS01000010.342878.344397;EF564278.1.1452;ACCJ01000522.48.1565;JQ606856.1.1425;AGYM01000049.26155.27674;JQ607719.1.1421;AGYH01000014.179835.181354;JQ606956.1.1417;LT576406.1.1493;LF651212.7.1475;X76739.8.1448;JQ607655.1.1401;CP015399.1569951.1571493;Y10028.1.1487;BAAU01001541.140.1647;JX006262.1.1421;CP015399.4748579.4750121;JYHN01000039.122501.124020;AB601066.1.1493;JQ607363.1.1418;AGYN01000032.129627.131146;JQ607142.1.1419;HZ485314.10.1521;JQ606955.1.1418;AGYN01000029.1538.3057	1
OTU_97.7145	CP001107.2162771.2164291;BABD01000630.3115.4627;CP001107.763005.764525;CYYW01000006.154776.156288;FP929042.53.1573;CP001107.10914.12434;L34627.1.1468;AY169428.1.1492;CP001107.1425077.1426597;MJID01000001.1580.3121;AY804151.1.1496;AY442826.1.1528;AJ270475.1.1506;AY442817.1.1520;MJID01000039.570.2111;JX629259.1.1464;CP001107.307101.308621;FP929043.489815.491335	9
OTU_97.7174	CP012937.5517779.5519304;L16489.1.1475;JQ607686.1.1411;AB547640.1.1475;AB510710.1.1461;JQ607066.1.1428;JQ608205.1.1410;AE015928.4983424.4984906;EU136679.1.1995;JQ607067.1.1417;JQ606910.1.1424;LN907744.1.1483;AE015928.2340709.2342191;AGDG01000041.493.2001;KP944119.1.1432;M58763.1.1482;JQ607043.1.1414;AE015928.3034714.3036195;JQ607032.1.1412;AY319395.1.1449;GQ496623.1.1463;KP944123.1.1436;EU887841.1.1494;JQ607093.1.1420;JQ607127.1.1359;JX006297.1.1423;GQ496624.1.1458;JX006625.1.1415;JQ607692.1.1411;JQ607099.1.1411;JQ606939.1.1420;JX048567.1.1424;JQ606892.1.1428;JQ608216.1.1420;JX006697.1.1410;JQ608257.1.1414;AB050109.1.1426;JQ607128.1.1418;JX048503.1.1409;LC033799.1.1504;JQ608100.1.1418;JQ608299.1.1419;CVOZ01000063.228971.230480;JQ606972.1.1418;JQ606983.1.1424;HZ485108.9.1517;CZAE01000003.99809.101321;JQ607143.1.1401;JQ607082.1.1425;JX048256.1.1388;JQ606959.1.1417;JQ607157.1.1414;CZBI01000005.3650.5158;AE015928.3328965.3330446;JQ607034.1.1424;JQ607060.1.1412;JQ606976.1.1418;CXSE01001446.1371.2879;JQ606901.1.1421	17
OTU_97.7183	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.722	CCYG01000338.190.1701;MEHE01000012.135.1674;LN881600.1.1495;ACTP02000021.182566.184085;ACTP02000011.422074.423593;MEHB01000041.181.1720;AWST01000112.51.1570;ACTP02000009.47.1566;MCGH01000002.3508013.3509539	76
OTU_97.7226	JX006288.1.1424;HZ485132.1.1509;BABG01004725.10.1478;ADMP01000058.91.1599;JQ607757.1.1408;JQ607091.1.1413;AGXT01000041.79243.80759;JQ608316.1.1421;JQ607051.1.1422;JQ607540.1.1433;JQ607946.1.1422;AB510713.1.1465;LT622246.247875.249393;KR364742.1.1467;DQ057457.1.1451	19
OTU_97.7234	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.7273	CP001107.2162771.2164291;BABD01000630.3115.4627;CP001107.763005.764525;CYYW01000006.154776.156288;FP929042.53.1573;CP001107.10914.12434;L34627.1.1468;AY169428.1.1492;CP001107.1425077.1426597;MJID01000001.1580.3121;AY804151.1.1496;AY442826.1.1528;AJ270475.1.1506;AY442817.1.1520;MJID01000039.570.2111;JX629259.1.1464;CP001107.307101.308621;FP929043.489815.491335	9
OTU_97.7287	JQ607243.1.1431;CP000139.346743.348252;AJ867043.1.1457;AB510712.1.1489;EU136687.1.1985;ASSN01000031.1609.3124;JQ607305.1.1446;JX048287.1.1404;JQ607114.1.1418;JQ607257.1.1414;JX006390.1.1422;JX006397.1.1422;AJ867044.1.1475;JQ606944.1.1418;JQ607246.1.1418;M58762.1.1533;CP000139.647842.649351;LG103726.1.1507;JQ607451.1.1421;LG085034.1.1507;JX048110.1.1435;AGXZ01000020.342567.344082;CP000139.2183533.2185042;JX006258.1.1422;CP000139.2587720.2589229;JQ606920.1.1421;CP000139.2095441.2096950;JQ607294.1.1425;CS600343.12.1518;JX048138.1.1422;AJ867050.1.1476;JQ607429.1.1424;LF135380.1.1507;ADKO01000087.185.1693;HZ485127.1.1507;KP944149.1.1433;CP000139.4743140.4744649;AJ867042.1.1475;CP000139.4430477.4431986;JQ607149.1.1411;JQ607625.1.1415;AB050111.1.1397;JQ607271.1.1416	25
OTU_97.73	LV534824.10.1516;BABD01000526.1236.2742;AB253732.1.1458;BAJK01000111.3667.5173;ABFZ02000010.54.1555;BABB01000067.5995.7501;LC033792.1.1501;LN907743.1.1476;X83953.1.1342;ABFZ02000011.1.1404;AB253733.1.1458;AB547638.1.1488;LF650911.10.1516;FQWK01000014.251.1781;FNOD01000057.3565.5095;ARFR01000003.2.1263;HZ485141.10.1516;BAAU01001024.317.1823;ABFZ02000022.100210.101724;AB490801.1.1479;LF135337.10.1516;AB510708.1.1476;HZ485083.10.1516;EU136684.1.1926	18
OTU_97.7313	HF545616.1595630.1597136;HF545616.164905.166411;HF545617.337862.339368;HF545616.962351.963857	115
OTU_97.7329	JX101687.1.1487;EU980608.1.1520;CYZK01000040.552.2062;FR749920.1.1525;CS600346.9.1480;AAVP02000002.246738.248249;AF357572.1.1411;L34619.1.1479;AF445285.1.1525;AB196512.1.1455;LF651698.2.1512;AJ315979.1.1406;ACTM01000065.528.2046;LDAQ01000152.353.1865;LG085333.2.1512;FR749945.1.1521;FR749935.1.1522;AB600998.1.1493;HZ485426.2.1512;BAAU01002801.360.1869;ADBG01000142.461.1973;LF651214.3.1514;AAVP02000040.351.1861;CP015405.3598712.3600253;FQLT01000003.449641.451153;HZ485583.1.1509;CP015405.196247.197788;CZBS01000001.376463.377973;HZ486360.2.1513;AB233029.1.1493;HZ486353.2.1514;EU728703.1.1464;AAXA02000015.452491.454009;AB125231.1.1455;FR749937.1.1523;M59109.1.1537;L76604.1.1418;HZ485192.1.1493;DQ681227.1.1525;AAVP02000029.271.1782;ABOU02000049.4536.6056;LG086260.2.1514;BAAX01000752.408.1920;L76602.1.1402;LG085099.1.1493;LF651689.1.1511;LT598587.1.1497;AB571656.1.1493;AAVP02000025.9720.11231;FR749919.1.1525;BBZR01000066.208.1712;LF134083.1.1511;CP015405.4239136.4240677;AB818947.1.1494;HZ485589.1.1509;CP015405.2331703.2333244;FJ611794.1.1404;LG085496.1.1509;FR749936.1.1524;AZJE01000001.34797.36315;LT598580.1.1496;HZ485379.2.1514;EU377662.1.1346;FR749946.1.1524;ADLU01000111.254.1772;AZJE01000010.133433.134953;FAVJ01000004.312430.313940;LF135440.1.1493;LF134092.2.1512;BBDW01000030.73.1604;BABA01004003.155.1665;FR749917.1.1525;LG086267.2.1513;FR749918.1.1525;ACTN01000028.390.1908;HZ485186.1.1493;LG104461.1.1511;AZJE01000019.81382.82902;CVTZ01000007.99269.100776;AZJE01000037.2302.3820;HZ485517.10.1520;LG104470.2.1512;LF133408.1.1493;D14137.1.1385;CP015405.210899.212440;FR749938.1.1523;CZAC01000011.116399.117910;AAXA02000015.760903.762421;ACWP01000059.374.1892;LG085424.10.1520;CYZU01000015.70.1582;FQLT01000002.339798.341310;LT631508.1.1496;AZJE01000017.49865.51385;CVTZ01000011.472188.473700;AAXA02000016.197379.198897;GU985201.1.1526;LG085490.1.1509;AAXA02000014.354465.355983;EF031542.1.1453;CYZO01000012.74868.76378;KR364747.1.1521;AAXA02000006.102304.103822;CZAX01000013.119867.121377;FP929055.159.1677;ABVR01000038.1362.2880;CZAC01000092.963.2475;FR749921.1.1525;LF651014.1.1493	4
OTU_97.7335	AGCK01000014.389.1908;AY730663.1.1465;CP015406.1079531.1081069;AY730662.1.1484;CWHM01000069.3748.5259;LF651527.1.1465;Y18187.1.1550;BABA01006862.484.1995;AWSS01000025.3977.5496;AY724678.1.1465;EU541437.1.1486;EU874848.1.1460;GU968170.1.1471;CXRW01001441.343.1854;JQ608065.1.1421	80
