#partition assignment criteria: Assign read to the parition(s) that exceeds the 0.5 proportion in the candidate (outlier) set (first_flag=False).
#read	db_seqs_in_winning_partitions	partition_num(winner)	partition_counts	candidate_db_seqs(outliers)	size_of_candidate_db_seqs_set
OTU_97.9508	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92	92:26;93:1;94:3;118:1;119:1	BAAX01000205.681.2171;BAAX01000042.422.1912;BAAU01000686.2038.3530;BAAY01001326.446.1936;BABG01001611.30.1520;LQ500123.51.1533;BABA01001765.248.1738;LQ500116.1.1474;BABD01001073.183.1673;BABG01000051.2348.3838;BAAX01000694.431.1921;LQ500131.1.1474;LQ500117.1.1474;X85022.1.1499;AJ413954.1.1462;BAAX01000131.813.2303;BAAY01002722.335.1825;BAAY01001463.1184.2674;BABA01001556.422.1912;CYGL01005916.57.1552;BABG01000480.1321.2811;BAAY01000303.996.2486;HQ457025.1.1483;BAAV01000571.2640.4130;EU728783.1.1433;JN713314.1.1504;CBXK010002535.1192.2697;AY169430.1.1474;EU728786.1.1477;FAUK01000014.218606.220097;LN846908.1.1491;DQ057482.1.1450	32
OTU_97.951	JX006288.1.1424;HZ485132.1.1509;BABG01004725.10.1478;ADMP01000058.91.1599;JQ607757.1.1408;JQ607091.1.1413;AGXT01000041.79243.80759;JQ608316.1.1421;JQ607051.1.1422;JQ607540.1.1433;JQ607946.1.1422;AB510713.1.1465;LT622246.247875.249393;KR364742.1.1467;DQ057457.1.1451	19	19:11	ADMP01000058.91.1599;HZ485132.1.1509;BABG01004725.10.1478;KR364742.1.1467;AB510713.1.1465;AGXT01000041.79243.80759;LT622246.247875.249393;DQ057457.1.1451;JQ607091.1.1413;JQ607051.1.1422;JX006288.1.1424	11
OTU_97.9523	AJWZ01002193.94.1618;EU728752.1.1491;ACBX02000025.1.1217;AB064923.1.1494;AB244772.1.1493;EU728740.1.1484;AB649279.1.1493;CBXK010002068.363.1874;LT722678.1.1454;AB244771.1.1493;AB244770.1.1491;ACBX02000017.22857.24376;AB244773.1.1493;ACBX02000014.1230.2749;EU728712.1.1486;EU728757.1.1485	27	27:16;213:1	ACBX02000025.1.1217;CBXK010002068.363.1874;ACBX02000017.22857.24376;AB649279.1.1493;AB064923.1.1494;AB244772.1.1493;AJWZ01002193.94.1618;AB244773.1.1493;AB244770.1.1491;EU728712.1.1486;AB244771.1.1493;EU728757.1.1485;ACBX02000014.1230.2749;LT722678.1.1454;EU728752.1.1491;EU728740.1.1484;EU728732.1.1487	17
OTU_97.9535	NA	NA	93:2;361:1;365:1;366:1;374:1;375:1;376:1;377:1;378:1	BAAV01000064.898.2410;CBXK010002535.1192.2697;AB622826.1.1517;CP015400.1820588.1822127;CP015400.1209305.1210844;FMIZ01000005.450.1954;FMIZ01000006.769456.770960;FMIZ01000007.451.1955;FMIZ01000005.383348.384852;FMIZ01000004.105628.107132	10
OTU_97.956	NA	NA	147:1;43:3;148:1;58:6;57:10;55:9;95:4;56:6;113:3	CZBH01000001.999036.1000544;ADLD01000012.328.1844;AB600999.1.1490;LARG01000024.765.2171;AB490804.1.1482;ABFK02000017.223676.225190;ABFK02000016.619821.621335;AB554232.1.1488;FCNT01000097.14.1527;L16497.1.1468;CCIZ01000013.190076.191585;ARFY01000032.606843.608350;ARFY01000017.91797.93304;AB554231.1.1489;LARG01000025.1.1402;AJWZ01008598.7.1523;LG084852.1.1439;AY974071.1.1440;AB554230.1.1487;CAEG01000022.14.1521;CP003274.2181216.2182629;CZBZ01000002.727652.729157;KP297842.1.1452;AY643082.1.1451;CAHA01000059.20.1541;AJ518872.1.1414;FKYL01000005.1805440.1806947;LT223566.1.1491;CP003274.119147.120561;AY643084.1.1446;EU728719.1.1444;AY538696.1.1466;AY547271.1.1466;AJ518874.1.1465;AY643083.1.1446;FNWB01000008.1278584.1280092;JRGF01000044.3.1537;LT598563.1.1492;FP929032.881290.882801;HZ484947.1.1504;AB554233.1.1486;AY974072.1.1433;AJ518876.1.1339	43
OTU_97.9572	AB238598.1.1453;AP012044.1260691.1262224;LF134422.9.1518;AP012044.1864519.1866052;LG104800.9.1518;ASTC01000037.211.1727;LF652028.9.1518;AP012044.420887.422420;HZ486081.9.1518	37	152:1;37:8;155:1;157:1;111:1	FJ625861.27324.28847;LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;AB238598.1.1453;FJ625862.7160.8682;BAGW01000037.287.1796;LT558848.1.1494	12
OTU_97.9583	JQ607568.1.1411;AB117561.1.1493;AB238924.1.1486;CP000140.3253636.3255132;JNHQ01000190.1.1357;ACUB01000068.1.1400;AB238927.1.1486;AB238925.1.1486;CP000140.2872534.2874028;LC033797.1.1486;AB238926.1.1486;EU136681.1.1911;LARL01000150.1.1396;JQ606916.1.1417;JNHQ01000184.8.1440;CDRH01001199.128.1633;BABA01001649.892.2396;AB238923.1.1486;KP944197.1.1431;JQ607238.1.1426;JQ607108.1.1412;EU728708.1.1478;CP000140.3411907.3413403;JQ606931.1.1418;AB238922.1.1488;JQ607084.1.1412;M86695.1.1539;CP000140.2138973.2140467;KR364782.1.1484;CZAR01000037.27480.28953;CP000140.142361.143857;BAAZ01000703.1371.2875;CP000140.416000.417494;CP000140.4787729.4789225	28	29:12;28:33;221:1;217:1;227:1;225:1;226:1;222:1;219:1;223:1;216:1	AJPU01000034.127207.128725;AJPU01000037.18517.20035;AB238928.1.1492;EU136685.1.2023;AB238929.1.1492;FTLH01000001.1658518.1660028;CP000140.2138973.2140467;CP000140.2872534.2874028;CP000140.416000.417494;CP000140.142361.143857;CP000140.4787729.4789225;AGZP01000036.3707.5225;EU136681.1.1911;ABYH01000014.137.1655;AB261128.1.1492;M86695.1.1539;ACUB01000068.1.1400;LARL01000150.1.1396;JNHQ01000190.1.1357;AB238925.1.1486;AB238922.1.1488;CP000140.3411907.3413403;CP000140.3253636.3255132;JNHQ01000184.8.1440;AB238927.1.1486;AB238923.1.1486;AB238926.1.1486;CZAR01000037.27480.28953;EU728708.1.1478;AGZQ01000033.8984.10498;AGZQ01000017.129.1643;CDRH01001199.128.1633;BABA01001649.892.2396;BAAZ01000703.1371.2875;AB238924.1.1486;KR364782.1.1484;GEEG01002153.1.1395;LC033797.1.1486;KP944197.1.1431;AGES01000009.1340374.1341888;AB117561.1.1493;AGES01000002.1517833.1519347;FQSE01000007.1631802.1633308;AB470344.1.1487;AB470343.1.1485;JQ607568.1.1411;JQ607084.1.1412;JQ606916.1.1417;AGES01000014.73256.74770;LT558809.1.2930;JQ606931.1.1418;LT223609.1.1490;JQ607238.1.1426;FNVS01000030.3615.5146	54
OTU_97.96	AF003932.1.1460;AY923121.1.1558;AF432131.1.1524;JYPA01000006.259.1805;ADMV01000001.3349.4885;JYGT01000003.3345.4889;AF432137.1.1523;CP002843.4661.6196;AF432132.1.1524;AF432135.1.1524;AFNN01000003.3298.4831;JYGT01000007.452703.454247;KF733699.1.1479;CP002843.2062079.2063614;DQ232536.1.1469;CP002843.1604681.1606216;HZ486487.3.1531;KF733692.1.1480;LG086394.3.1531;AF481230.1.1504;AY923128.1.1555;KU240441.1.1508;JVKT01000049.199.1727;CP002843.1727460.1728995;JUPI01000152.3359.4886;MUXP01000002.388.1942;AFUT01000009.238395.239926;AY281087.1.1430	11	11:28	JUPI01000152.3359.4886;DQ232536.1.1469;KF733692.1.1480;AY923121.1.1558;AF432135.1.1524;AF481230.1.1504;AFUT01000009.238395.239926;AF432137.1.1523;AF432131.1.1524;AF432132.1.1524;KF733699.1.1479;JYGT01000007.452703.454247;JYGT01000003.3345.4889;AFNN01000003.3298.4831;AY923128.1.1555;MUXP01000002.388.1942;ADMV01000001.3349.4885;JVKT01000049.199.1727;JYPA01000006.259.1805;LG086394.3.1531;HZ486487.3.1531;AF003932.1.1460;CP002843.2062079.2063614;CP002843.4661.6196;CP002843.1727460.1728995;CP002843.1604681.1606216;AY281087.1.1430;KU240441.1.1508	28
OTU_97.9600	NA	NA	56:6;55:9;57:10;58:6;95:3;43:3;147:1;113:3;148:1	FP929032.881290.882801;HZ484947.1.1504;AB554233.1.1486;AY974072.1.1433;AJWZ01008598.7.1523;CP003274.119147.120561;LARG01000025.1.1402;EU728719.1.1444;CZBZ01000002.727652.729157;AB554230.1.1487;AY643083.1.1446;AY538696.1.1466;AY547271.1.1466;FCNT01000097.14.1527;AJ518872.1.1414;CP003274.2181216.2182629;AJ518874.1.1465;AY643084.1.1446;CAEG01000022.14.1521;ABFK02000017.223676.225190;ABFK02000016.619821.621335;FKYL01000005.1805440.1806947;LT223566.1.1491;AB554232.1.1488;CCIZ01000013.190076.191585;ARFY01000032.606843.608350;ARFY01000017.91797.93304;AB554231.1.1489;CAHA01000059.20.1541;L16497.1.1468;LG084852.1.1439;AY974071.1.1440;KP297842.1.1452;AY643082.1.1451;ADLD01000012.328.1844;CZBH01000001.999036.1000544;AB600999.1.1490;FNWB01000008.1278584.1280092;JRGF01000044.3.1537;LT598563.1.1492;LARG01000024.765.2171;AB490804.1.1482	42
OTU_97.9655	JQ607243.1.1431;CP000139.346743.348252;AJ867043.1.1457;AB510712.1.1489;EU136687.1.1985;ASSN01000031.1609.3124;JQ607305.1.1446;JX048287.1.1404;JQ607114.1.1418;JQ607257.1.1414;JX006390.1.1422;JX006397.1.1422;AJ867044.1.1475;JQ606944.1.1418;JQ607246.1.1418;M58762.1.1533;CP000139.647842.649351;LG103726.1.1507;JQ607451.1.1421;LG085034.1.1507;JX048110.1.1435;AGXZ01000020.342567.344082;CP000139.2183533.2185042;JX006258.1.1422;CP000139.2587720.2589229;JQ606920.1.1421;CP000139.2095441.2096950;JQ607294.1.1425;CS600343.12.1518;JX048138.1.1422;AJ867050.1.1476;JQ607429.1.1424;LF135380.1.1507;ADKO01000087.185.1693;HZ485127.1.1507;KP944149.1.1433;CP000139.4743140.4744649;AJ867042.1.1475;CP000139.4430477.4431986;JQ607149.1.1411;JQ607625.1.1415;AB050111.1.1397;JQ607271.1.1416	25	26:18;25:42	CP008741.391903.393445;ABWZ01000093.3557.5076;CP007619.4541152.4542694;CP007619.2713921.2715463;CP009057.2296841.2298384;CP008741.698758.700300;CP008741.4470567.4472116;CP007619.4881337.4882879;CP007619.3821131.3822673;CP008741.2205585.2207127;CP007619.2423834.2425376;CP008741.2118731.2120273;CP007619.663681.665223;AB242142.1.1493;AB242143.1.1490;CP008741.2636685.2638227;CP007619.4433201.4434743;CP009057.4969468.4971009;ASSN01000031.1609.3124;CP000139.4430477.4431986;ADKO01000087.185.1693;LG103726.1.1507;LG085034.1.1507;LF135380.1.1507;HZ485127.1.1507;AB510712.1.1489;EU136687.1.1985;CP000139.647842.649351;CP000139.4743140.4744649;CP000139.2587720.2589229;CP000139.2095441.2096950;CP000139.346743.348252;AGXZ01000020.342567.344082;CP000139.2183533.2185042;AJ867050.1.1476;CS600343.12.1518;M58762.1.1533;KP944149.1.1433;AJ867043.1.1457;AJ867044.1.1475;AJ867042.1.1475;JQ606944.1.1418;JQ607114.1.1418;AB050111.1.1397;JQ607246.1.1418;JQ607451.1.1421;JQ607257.1.1414;JQ607271.1.1416;JQ607149.1.1411;JQ606920.1.1421;JQ607625.1.1415;JQ607305.1.1446;JQ607294.1.1425;JQ607243.1.1431;JQ607429.1.1424;JX006258.1.1422;JX006390.1.1422;JX048138.1.1422;JX048110.1.1435;JX006397.1.1422	60
OTU_97.9664	NA	NA	55:9;57:10;56:6;58:6;95:3;147:1;43:3;113:3;148:1	AB554230.1.1487;CP003274.2181216.2182629;AY643084.1.1446;EU728719.1.1444;AJ518874.1.1465;CP003274.119147.120561;LARG01000025.1.1402;AY643083.1.1446;AJWZ01008598.7.1523;CZBZ01000002.727652.729157;FP929032.881290.882801;HZ484947.1.1504;AB554233.1.1486;FCNT01000097.14.1527;AY974072.1.1433;AJ518872.1.1414;CCIZ01000013.190076.191585;ARFY01000032.606843.608350;ARFY01000017.91797.93304;AB554231.1.1489;ABFK02000017.223676.225190;ABFK02000016.619821.621335;AB554232.1.1488;AY538696.1.1466;AY547271.1.1466;LG084852.1.1439;AY974071.1.1440;CAEG01000022.14.1521;L16497.1.1468;CAHA01000059.20.1541;KP297842.1.1452;AY643082.1.1451;FKYL01000005.1805440.1806947;LT223566.1.1491;CZBH01000001.999036.1000544;ADLD01000012.328.1844;AB600999.1.1490;JRGF01000044.3.1537;FNWB01000008.1278584.1280092;LT598563.1.1492;AB490804.1.1482;LARG01000024.765.2171	42
OTU_97.967	LG104876.1.1449;AB490811.1.1610;LV536017.1.1449;JN713316.1.1543;HW161115.1.1611	45	45:5;1215:1;117:2	LG104876.1.1449;LV536017.1.1449;HW161115.1.1611;AB490811.1.1610;JN713316.1.1543;ADGC01007328.3448.5099;X72865.1.1511;X72867.1.1547	8
OTU_97.9679	AY169411.1.1488;EF036467.1.1438;EU728791.1.1489;LG085094.1.1491;AY960563.1.1461;HZ485188.1.1468;ACII02000003.356829.358346;FQLI01000007.588420.589929;ACII02000003.441978.443495;HZ485187.1.1491;AY960566.1.1458;FLKC01000026.175.1601;LT631515.1.1452;FAVI01000008.1299692.1301201;AB691576.1.1481;LG085098.1.1481;LT714168.1.1432;FLKC01000014.123770.125280;HZ486356.2.1508;AB439724.1.1468;ACII02000003.48546.50064;HZ485191.1.1481;LT631543.1.1453;LT799002.1.1453;FQLI01000007.11395.12904;AY169424.1.1486;FAVI01000009.296310.297819;CZBA01000012.112579.114088;ACII02000001.1367.2884;X85101.1.1457;FLKC01000022.431649.433070;ACII02000002.195966.197483;FJVH01000009.22.1531;LN907760.1.1486;EU728792.1.1580;ACII02000002.340713.342230;EU728770.1.1485;AY305321.1.1452;FAVI01000008.1703276.1704567;HZ486354.1.1490;BABE01000945.62.1571;BABE01000244.3185.4694;L76601.1.1398;DQ986224.1.1438;AY169419.1.1490;FJVH01000013.367445.368954;FQLI01000007.276997.278506;LC010692.1.1492;FJ687607.1.1443;FLKC01000027.74000.75510;AB588023.1.1491;LC037229.1.1439;LG085095.1.1468;FQLI01000008.332592.334101;EU728789.1.1445;LT161889.1.1493;AF357567.1.1385;FQLI01000005.603062.604571;FQLI01000004.765.2274;BABE01000454.586.2095;AY305322.1.1451;LG086263.2.1508	7	7:58	FLKC01000026.175.1601;FLKC01000022.431649.433070;FLKC01000027.74000.75510;FLKC01000014.123770.125280;EU728792.1.1580;LC010692.1.1492;LT631543.1.1453;ACII02000003.48546.50064;ACII02000002.195966.197483;ACII02000003.356829.358346;FJVH01000013.367445.368954;ACII02000001.1367.2884;BABE01000454.586.2095;ACII02000003.441978.443495;FJVH01000009.22.1531;CZBA01000012.112579.114088;FAVI01000008.1299692.1301201;LN907760.1.1486;LC037229.1.1439;LG085098.1.1481;HZ485191.1.1481;AB691576.1.1481;ACII02000002.340713.342230;BABE01000945.62.1571;FAVI01000008.1703276.1704567;LT161889.1.1493;BABE01000244.3185.4694;FAVI01000009.296310.297819;LG085094.1.1491;HZ485187.1.1491;AY169411.1.1488;AB588023.1.1491;HZ486356.2.1508;LG086263.2.1508;LT799002.1.1453;FQLI01000004.765.2274;HZ486354.1.1490;AY169419.1.1490;EU728789.1.1445;FQLI01000007.276997.278506;FQLI01000005.603062.604571;FQLI01000007.588420.589929;FQLI01000007.11395.12904;AF357567.1.1385;EU728791.1.1489;FQLI01000008.332592.334101;EU728770.1.1485;LT714168.1.1432;LG085095.1.1468;HZ485188.1.1468;AB439724.1.1468;DQ986224.1.1438;LT631515.1.1452;AY305321.1.1452;AY305322.1.1451;X85101.1.1457;FJ687607.1.1443;AY169424.1.1486	58
OTU_97.9685	NA	NA	41:6;42:2;734:1;733:1;927:1;928:1;929:1	AB916501.1.1486;AY538684.1.1491;AB916502.1.1486;JX424765.1.1474;FBYB01000006.1397107.1398611;LARL01000139.98.1602;AB443949.1.1486;EU728723.1.1495;AB443948.1.1484;FLSM01000009.1293944.1295446;FAVK01000008.42.1545;JPIT01000001.10.1536;LT631520.1.1446	13
OTU_97.9699	AYJP01000030.3867.5385;AB702936.1.1497;AB702938.1.1497;AYJP01000025.476.1994;KC311367.1.1475;MJII01000001.3039866.3041405;AYJP01000005.456678.458196	62	62:4;502:1;79:1;158:1;159:1	MJII01000001.3039866.3041405;AYJP01000025.476.1994;AYJP01000030.3867.5385;AYJP01000005.456678.458196;CWJP01000006.3412.4922;LT598567.1.1494;LF623579.1.1491;HW798588.1.1491	8
OTU_97.9705	KF698192.1.1425;AY699283.1.1524;DQ497994.1.1431;L34420.1.1479;BAAZ01003957.403.1825;BABG01001469.752.2264;CP001104.413153.414672;KF698021.1.1424;CP001104.697435.698953;BABG01000033.258.1769;CP001104.872242.873760;BAAV01003125.60.1537;GU269544.1.1452;LF134149.1.1452;LF136181.1.1452;CP001104.15561.17079;CP001104.2029863.2031381	5	5:5	BABG01001469.752.2264;LF134149.1.1452;LF136181.1.1452;GU269544.1.1452;BABG01000033.258.1769	5
OTU_97.9717	FNMT01000008.61648.63013;JN381505.1.1466;JMMB01000008.5751.7235;M59107.1.1510;FJTZ01000010.121179.122661;LN555523.2288351.2289843;AB596881.1.1466;EU887828.1.1449;LN998079.1.1468;LN881606.1.1466;FJTZ01000012.11975.13329;FJTZ01000006.387.1869	60	60:12	FNMT01000008.61648.63013;LN555523.2288351.2289843;FJTZ01000006.387.1869;LN998079.1.1468;AB596881.1.1466;LN881606.1.1466;JN381505.1.1466;M59107.1.1510;FJTZ01000010.121179.122661;FJTZ01000012.11975.13329;JMMB01000008.5751.7235;EU887828.1.1449	12
OTU_97.972	CP001107.2162771.2164291;BABD01000630.3115.4627;CP001107.763005.764525;CYYW01000006.154776.156288;FP929042.53.1573;CP001107.10914.12434;L34627.1.1468;AY169428.1.1492;CP001107.1425077.1426597;MJID01000001.1580.3121;AY804151.1.1496;AY442826.1.1528;AJ270475.1.1506;AY442817.1.1520;MJID01000039.570.2111;JX629259.1.1464;CP001107.307101.308621;FP929043.489815.491335	9	9:14;88:1	MJID01000039.570.2111;MJID01000001.1580.3121;FP929042.53.1573;CYYA01000009.1176.2688;FP929043.489815.491335;CYYW01000006.154776.156288;AJ270475.1.1506;CP001107.307101.308621;CP001107.2162771.2164291;BABD01000630.3115.4627;AY169428.1.1492;CP001107.1425077.1426597;CP001107.10914.12434;CP001107.763005.764525;JX629259.1.1464	15
OTU_97.9723	NA	NA	999:1;1000:1;323:1;1002:1;1057:1;1058:1;324:1;1001:1;1006:1;326:1;1003:1	JRFF01000022.152793.154320;AUAL01000024.32266.33768;KP174492.1.1490;AY538170.1.1426;FO681347.1462889.1464391;FO681347.296645.298147;AFNU02000027.3828.5341;FJ590760.1.1596;AF412968.1.1463;EF999972.1.1345;MICS01000016.2586.4138	11
OTU_97.9733	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92	94:2;92:26;118:1;119:1	AY169430.1.1474;BABG01000480.1321.2811;BAAY01000303.996.2486;BAAX01000042.422.1912;BABA01001556.422.1912;LQ500131.1.1474;LQ500116.1.1474;BAAX01000205.681.2171;BAAY01001326.446.1936;BAAU01000686.2038.3530;BABA01001765.248.1738;LQ500117.1.1474;LQ500123.51.1533;AJ413954.1.1462;EU728786.1.1477;BAAX01000131.813.2303;BABG01001611.30.1520;X85022.1.1499;BAAV01000571.2640.4130;HQ457025.1.1483;BABD01001073.183.1673;BABG01000051.2348.3838;BAAY01002722.335.1825;BAAY01001463.1184.2674;BAAX01000694.431.1921;JN713314.1.1504;CYGL01005916.57.1552;EU728783.1.1433;FAUK01000014.218606.220097;LN846908.1.1491	30
OTU_97.9753	NA	NA	37:8;153:1;154:1;160:1;162:1;165:1;161:1;163:1;164:1;167:1;158:1;168:1;159:1;155:1;157:1;152:1	ASTC01000037.211.1727;LF623612.1.1491;HW313948.1.1491;AB702937.1.1496;HW798623.1.1493;HW313920.1.1483;LF623590.4.1475;HW798599.4.1475;HW313926.4.1475;HW798611.1.1495;LF623579.1.1491;HW798619.1.1493;HW798588.1.1491;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;FJ625862.7160.8682;BAGW01000037.287.1796;LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518;FJ625861.27324.28847	23
OTU_97.979	NA	NA	100:3;1050:1;690:1;692:1;693:1;1049:1;688:1;687:1;689:1;691:1;1223:1;686:1;1051:1;1224:1;1226:1;1225:1;1048:1	HZ485351.1.1497;AY033434.1.1497;HQ324121.1.1475;LRVM01000024.42.1563;HQ326737.1.1507;HQ326734.1.1510;HQ326726.1.1503;HQ326743.1.1500;CP014223.2979183.2980704;CP014223.1000695.1002216;CP014223.544406.545927;AB649276.1.1495;X76746.1.1511;AB298756.1.1471;X77841.1.1527;JQ608165.1.1420;JQ608156.1.1427;GFIX01008132.27.1509;GQ503874.1.1501	19
OTU_97.9795	NA	NA	115:4;123:1;129:1;130:1;124:1;126:1;125:1;131:1;132:1;133:1;134:1;135:1;136:1;128:1;127:1;137:1;138:1;288:1;146:1	HF545616.962351.963857;HF545616.1595630.1597136;HF545617.337862.339368;HF545616.164905.166411;FOAT01000040.3592.5104;AY445602.1.1501;JMMA01000002.1983613.1985105;AF104833.1.1459;AF030451.1.1459;AF104839.1.1466;AB538438.1.1472;CP002403.1548328.1549826;CP002403.417348.418847;CP002403.2867312.2868810;CP002403.3675459.3676957;AY445600.1.1503;AB849341.1.1449;AB849340.1.1445;L76598.1.1407;AB849339.1.1445;MSHI01000090.182843.184350;JOOA01000002.604280.605769	22
OTU_97.9804	AQHY01000028.339.1856;AB510703.1.1478;EU136696.1.1944;AY126616.1.1493;HZ485137.1.1350	24	24:4	AY126616.1.1493;AQHY01000028.339.1856;AB510703.1.1478;EU136696.1.1944	4
OTU_97.9816	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92	92:26	HQ457025.1.1483;BAAX01000131.813.2303;LQ500123.51.1533;AJ413954.1.1462;X85022.1.1499;BAAU01000686.2038.3530;LQ500131.1.1474;BAAX01000205.681.2171;BAAY01001326.446.1936;BAAX01000042.422.1912;BAAY01002722.335.1825;BABA01001765.248.1738;BABD01001073.183.1673;BAAV01000571.2640.4130;BABG01001611.30.1520;BAAX01000694.431.1921;LQ500116.1.1474;BABA01001556.422.1912;LQ500117.1.1474;BABG01000480.1321.2811;CYGL01005916.57.1552;BABG01000051.2348.3838;BAAY01001463.1184.2674;BAAY01000303.996.2486;EU728783.1.1433;JN713314.1.1504	26
OTU_97.9824	AB916501.1.1486;JX424765.1.1474;AY538684.1.1491;LARL01000139.98.1602;FBYB01000006.1397107.1398611;AB916502.1.1486	41	42:2;41:6	AB443949.1.1486;LARL01000139.98.1602;EU728723.1.1495;FBYB01000006.1397107.1398611;AB916501.1.1486;AB916502.1.1486;AY538684.1.1491;JX424765.1.1474	8
OTU_97.9831	JQ607568.1.1411;AB117561.1.1493;AB238924.1.1486;CP000140.3253636.3255132;JNHQ01000190.1.1357;ACUB01000068.1.1400;AB238927.1.1486;AB238925.1.1486;CP000140.2872534.2874028;LC033797.1.1486;AB238926.1.1486;EU136681.1.1911;LARL01000150.1.1396;JQ606916.1.1417;JNHQ01000184.8.1440;CDRH01001199.128.1633;BABA01001649.892.2396;AB238923.1.1486;KP944197.1.1431;JQ607238.1.1426;JQ607108.1.1412;EU728708.1.1478;CP000140.3411907.3413403;JQ606931.1.1418;AB238922.1.1488;JQ607084.1.1412;M86695.1.1539;CP000140.2138973.2140467;KR364782.1.1484;CZAR01000037.27480.28953;CP000140.142361.143857;BAAZ01000703.1371.2875;CP000140.416000.417494;CP000140.4787729.4789225	28	28:31	BAAZ01000703.1371.2875;BABA01001649.892.2396;CZAR01000037.27480.28953;KR364782.1.1484;CDRH01001199.128.1633;AB238924.1.1486;AB238927.1.1486;AB238923.1.1486;AB238926.1.1486;AB238922.1.1488;CP000140.3411907.3413403;CP000140.3253636.3255132;ACUB01000068.1.1400;LARL01000150.1.1396;JNHQ01000190.1.1357;AB238925.1.1486;LC033797.1.1486;JNHQ01000184.8.1440;EU728708.1.1478;AB117561.1.1493;CP000140.142361.143857;CP000140.4787729.4789225;EU136681.1.1911;CP000140.2138973.2140467;CP000140.2872534.2874028;CP000140.416000.417494;M86695.1.1539;JQ606916.1.1417;JQ607238.1.1426;JQ606931.1.1418;KP944197.1.1431	31
OTU_97.9832	NA	NA	58:6;56:6;55:9;57:10;113:3;43:3;95:3;147:1	ABFK02000017.223676.225190;ABFK02000016.619821.621335;AB554232.1.1488;L16497.1.1468;FP929032.881290.882801;HZ484947.1.1504;AB554233.1.1486;FCNT01000097.14.1527;LARG01000025.1.1402;CZBZ01000002.727652.729157;JRGF01000044.3.1537;EU728719.1.1444;FNWB01000008.1278584.1280092;LT598563.1.1492;AY974072.1.1433;AJWZ01008598.7.1523;AB554230.1.1487;CP003274.119147.120561;AJ518872.1.1414;CP003274.2181216.2182629;AY643083.1.1446;AJ518874.1.1465;ADLD01000012.328.1844;CAEG01000022.14.1521;AB600999.1.1490;AY538696.1.1466;AY547271.1.1466;AY643084.1.1446;CCIZ01000013.190076.191585;ARFY01000032.606843.608350;ARFY01000017.91797.93304;AB554231.1.1489;FKYL01000005.1805440.1806947;LT223566.1.1491;CAHA01000059.20.1541;LG084852.1.1439;AB490804.1.1482;AY974071.1.1440;CZBH01000001.999036.1000544;KP297842.1.1452;AY643082.1.1451	41
